Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
BC061194	BC061194	10.0277195580846	1.7327956232535	0.458102088719934	3.78255342187025	0.000155227764261721	0.00266470637255126
Pax7	Pax7	43.2835693521175	1.73260306695529	0.345224704176309	5.01876906836434	5.20036179041769e-07	1.69551054966841e-05
Bmper	Bmper	77.2090709098327	1.72948057572382	0.244117227172013	7.08463141155202	1.39414863263978e-12	1.23343622242492e-10
Podn	Podn	42.0450843775644	1.72938202525088	0.330407678545653	5.23408545728434	1.65803733856986e-07	6.14910450209214e-06
Akr1c14	Akr1c14	2.75771710958293	1.72570343746354	0.454142851186735	3.79991324966154	0.000144746749189256	0.00251819295081625
Asb4	Asb4	1821.05996711138	1.72435308005126	0.274579594660081	6.27997532804994	3.38626761832749e-10	2.04173382494088e-08
Pax9	Pax9	146.715190517643	1.71653919841605	0.449446907785711	3.81922573874836	0.000133871211335692	0.00235223208261097
Gm5127	Gm5127	15.5335519131852	1.71212849893417	0.443953385722702	3.85655015592918	0.000114998510782138	0.00205341154242426
Bmp5	Bmp5	491.744901713653	1.70616070127748	0.227941656398294	7.48507634908215	7.15055553162666e-14	7.58389642709753e-12
Wnt2b	Wnt2b	89.2849348638658	1.70321846322949	0.266471197162692	6.39175446113824	1.63993090606217e-10	1.0238518983025e-08
Col5a3	Col5a3	34.7478528548229	1.68848834862989	0.447851293586252	3.77019866373279	0.000163117648944836	0.0027832114061217
Rarres2	Rarres2	20.888675314261	1.68651641846443	0.391441242669633	4.30847911416377	1.64380995818663e-05	0.000370088467056698
Ak5	Ak5	37.0617825547474	1.68099245832934	0.289140062025036	5.81376529615527	6.10830419644885e-09	2.8987278620668e-07
Cttnbp2	Cttnbp2	420.420038035154	1.67959886588427	0.223216346169115	7.52453346141485	5.29089026191119e-14	5.67996426531759e-12
Col8a1	Col8a1	16.1225122785908	1.6791508344496	0.437412643877333	3.83882555283541	0.000123624221733307	0.00219123373559956
Gm16551	Gm16551	25.944604085299	1.67618372984686	0.455426882341722	3.68046726014113	0.000232806950901666	0.00380575596803596
Unc13c	Unc13c	7.53129093499974	1.67036028868496	0.424937897455421	3.93083389052207	8.46517445360398e-05	0.00157378945543983
Stard8	Stard8	859.956401139291	1.66554857019799	0.222584025331666	7.4827857377285	7.2763461533988e-14	7.67109882495445e-12
Grem2	Grem2	44.7493049575961	1.66251803339519	0.375108500680919	4.43209906034466	9.33201232426682e-06	0.00022819362358478
